income,Availability,Size,Area
3960,365,1.5,Manhattan
5460,365,1.5,Manhattan
1701,364,1.5,Manhattan
2439,0,1.5,Queens
1554,365,1.5,Brooklyn
3192,263,1.5,Manhattan
4221,364,1.5,Manhattan
3045,30,1.5,Manhattan
1752,73,1.5,Manhattan
4200,31,1.5,Manhattan
4221,365,1.5,Manhattan
673,0,1.5,Manhattan
1336,361,1.5,Brooklyn
4662,365,1.5,Manhattan
4568,109,1.5,Manhattan
9795,146,1.5,Manhattan
83979,326,1.5,Manhattan
867,0,1.5,Brooklyn
1533,55,1.5,Brooklyn
671,84,1.5,Brooklyn
1260,0,1.5,Queens
4221,215,1.5,Brooklyn
5040,221,1.5,Queens
1470,365,1.5,Brooklyn
4620,32,1.5,Manhattan
1050,299,1.5,Bronx
4620,359,1.5,Queens
5250,8,1.5,Brooklyn
1035,87,1.5,Manhattan
4200,358,1.5,Brooklyn
38417,311,1.5,Manhattan
5250,0,1.5,Manhattan
1785,34,1.5,Manhattan
1050,97,1.5,Queens
2358,11,1.5,Brooklyn
3339,364,1.5,Manhattan
402,0,1.5,Brooklyn
966,180,1.5,Brooklyn
672,365,1.5,Brooklyn
6006,343,1.5,Manhattan
3780,365,1.5,Manhattan
1890,76,1.5,Brooklyn
1806,0,1.5,Manhattan
3129,0,1.5,Queens
4347,340,1.5,Manhattan
110,340,1.5,Brooklyn
840,140,1.5,Brooklyn
1638,364,1.5,Manhattan
878,88,1.5,Manhattan
1260,47,1.5,Brooklyn
2205,267,1.5,Brooklyn
2100,304,1.5,Manhattan
266,89,1.5,Brooklyn
882,83,1.5,Brooklyn
3990,134,1.5,Brooklyn
1638,364,1.5,Manhattan
5066,31,1.5,Manhattan
4200,315,1.5,Manhattan
2184,317,1.5,Manhattan
2079,0,1.5,Manhattan
2079,109,1.5,Manhattan
5376,365,1.5,Manhattan
2625,364,1.5,Manhattan
4442,1,1.5,Bronx
2415,353,1.5,Queens
1869,21,1.5,Bronx
1007,174,1.5,Brooklyn
540,61,1.5,Brooklyn
1029,121,1.5,Brooklyn
1422,353,1.5,Queens
952,0,1.5,Brooklyn
1365,317,1.5,Queens
458,0,1.5,Brooklyn
1050,174,1.5,Bronx
1575,328,1.5,Brooklyn
3360,365,1.5,Brooklyn
1176,365,1.5,Manhattan
840,318,1.5,Manhattan
1197,365,1.5,Manhattan
5208,353,1.5,Manhattan
1179,0,1.5,Manhattan
3276,290,1.5,Queens
672,360,1.5,Brooklyn
2856,125,1.5,Manhattan
525,216,1.5,Manhattan
3570,101,1.5,Manhattan
3570,39,1.5,Manhattan
4095,45,1.5,Manhattan
4095,74,1.5,Manhattan
7140,33,1.5,Manhattan
3990,88,1.5,Manhattan
18900,365,1.5,Manhattan
3150,336,1.5,Manhattan
3675,259,1.5,Manhattan
4200,264,1.5,Manhattan
7350,167,1.5,Brooklyn
5238,235,1.5,Manhattan
455,365,1.5,Queens
4200,38,1.5,Manhattan
6720,38,1.5,Queens
559,364,1.5,Queens
5145,115,1.5,Manhattan
1428,365,1.5,Manhattan
840,46,1.5,Brooklyn
2079,179,1.5,Brooklyn
945,271,1.5,Queens
1029,140,1.5,Brooklyn
1012,0,1.5,Brooklyn
246,0,1.5,Queens
8820,295,1.5,Manhattan
92,49,1.5,Brooklyn
740,1,1.5,Manhattan
3780,51,1.5,Manhattan
2205,362,1.5,Brooklyn
2919,341,1.5,Queens
2414,282,1.5,Brooklyn
1470,237,1.5,Queens
659,313,1.5,Brooklyn
4179,136,1.5,Manhattan
693,76,1.5,Queens
5914,283,1.5,Manhattan
429,365,1.5,Brooklyn
3129,346,1.5,Manhattan
37121,260,1.5,Manhattan
5250,103,1.5,Manhattan
2016,75,1.5,Queens
369,364,1.5,Queens
1388,84,1.5,Queens
1050,0,1.5,Brooklyn
1365,62,1.5,Brooklyn
2037,163,1.5,Brooklyn
5691,260,1.5,Manhattan
1365,365,1.5,Brooklyn
11550,147,1.5,Manhattan
6300,168,1.5,Manhattan
4200,0,1.5,Queens
4410,365,1.5,Manhattan
1260,331,1.5,Brooklyn
2870,361,1.5,Brooklyn
3843,363,1.5,Manhattan
1411,0,1.5,Brooklyn
3045,155,1.5,Manhattan
5478,17,1.5,Manhattan
1596,0,1.5,Brooklyn
1113,288,1.5,Manhattan
1113,365,1.5,Manhattan
1260,288,1.5,Manhattan
1113,268,1.5,Manhattan
3675,180,1.5,Manhattan
1404,114,1.5,Brooklyn
1441,0,1.5,Brooklyn
693,365,1.5,Brooklyn
7884,40,1.5,Brooklyn
87570,29,1.5,Manhattan
693,365,1.5,Brooklyn
7875,248,1.5,Manhattan
1491,365,1.5,Brooklyn
576,0,1.5,Brooklyn
7875,240,1.5,Manhattan
609,364,1.5,Brooklyn
2100,348,1.5,Manhattan
2625,4,1.5,Brooklyn
2093,350,1.5,Manhattan
2835,316,1.5,Manhattan
8085,138,1.5,Manhattan
1050,96,1.5,Brooklyn
3129,86,1.5,Bronx
949,87,1.5,Queens
1568,365,1.5,Brooklyn
1564,0,1.5,Brooklyn
3570,61,1.5,Manhattan
778,88,1.5,Manhattan
134,62,1.5,Brooklyn
840,58,1.5,Queens
677,269,1.5,Brooklyn
4733,45,1.5,Queens
790,6,1.5,Queens
6300,143,1.5,Manhattan
5985,48,1.5,Queens
1890,87,1.5,Bronx
5376,102,1.5,Manhattan
5250,247,1.5,Brooklyn
2205,364,1.5,Manhattan
162,0,1.5,Brooklyn
2499,58,1.5,Manhattan
921,89,1.5,Queens
1050,365,1.5,Queens
3150,0,1.5,Brooklyn
1599,145,1.5,Brooklyn
1344,364,1.5,Brooklyn
1260,0,1.5,Manhattan
672,278,1.5,Brooklyn
1785,361,1.5,Manhattan
924,0,1.5,Manhattan
2205,23,1.5,Bronx
1659,365,1.5,Manhattan
1680,1,1.5,Brooklyn
219,9,1.5,Manhattan
3045,173,1.5,Manhattan
1944,0,1.5,Manhattan
1145,0,1.5,Brooklyn
1260,49,1.5,Manhattan
5460,0,1.5,Brooklyn
2730,0,1.5,Queens
1155,8,1.5,Brooklyn
1166,3,1.5,Manhattan
6825,108,1.5,Manhattan
2058,281,1.5,Manhattan
1050,0,1.5,Manhattan
1680,83,1.5,Queens
7203,362,1.5,Brooklyn
1890,9,1.5,Manhattan
1113,364,1.5,Queens
2142,245,1.5,Manhattan
3045,40,1.5,Manhattan
4620,3,1.5,Manhattan
1085,348,1.5,Queens
1090,364,1.5,Brooklyn
3150,121,1.5,Queens
1175,11,1.5,Brooklyn
583,7,1.5,Brooklyn
557,365,1.5,Manhattan
2037,4,1.5,Manhattan
756,2,1.5,Brooklyn
2248,169,1.5,Brooklyn
321,0,1.5,Brooklyn
1659,0,1.5,Brooklyn
2786,353,1.5,Queens
3181,68,1.5,Brooklyn
747,0,1.5,Brooklyn
1365,114,1.5,Brooklyn
9605,224,1.5,Manhattan
467,65,1.5,Brooklyn
1368,12,1.5,Manhattan
1866,0,1.5,Manhattan
5250,0,1.5,Brooklyn
8400,127,1.5,Manhattan
6615,4,1.5,Manhattan
28350,302,1.5,Queens
1618,0,1.5,Brooklyn
2437,174,1.5,Brooklyn
8148,220,1.5,Manhattan
806,0,1.5,Brooklyn
1491,55,1.5,Manhattan
4725,132,1.5,Brooklyn
1102,365,1.5,Brooklyn
420,29,1.5,Manhattan
1382,89,1.5,Brooklyn
999,105,1.5,Queens
837,87,1.5,Brooklyn
150,2,1.5,Brooklyn
1075,0,1.5,Manhattan
1470,90,1.5,Staten Island
609,53,1.5,Queens
795,41,1.5,Brooklyn
1470,362,1.5,Queens
5985,365,1.5,Manhattan
3990,317,1.5,Manhattan
945,351,1.5,Queens
5565,91,1.5,Manhattan
1314,89,1.5,Manhattan
6615,365,1.5,Manhattan
991,10,1.5,Manhattan
2472,118,1.5,Queens
226,0,1.5,Queens
323,365,1.5,Bronx
5229,333,1.5,Queens
3675,351,1.5,Manhattan
254,0,1.5,Manhattan
3045,50,1.5,Brooklyn
370,179,1.5,Queens
106,0,1.5,Brooklyn
2100,145,1.5,Brooklyn
761,89,1.5,Manhattan
2095,11,1.5,Manhattan
4841,341,1.5,Manhattan
491,0,1.5,Manhattan
3348,169,1.5,Queens
825,364,1.5,Manhattan
3150,356,1.5,Queens
2100,0,1.5,Queens
3150,66,1.5,Manhattan
7350,229,1.5,Manhattan
697,0,1.5,Manhattan
3675,21,1.5,Bronx
403,169,1.5,Brooklyn
945,15,1.5,Brooklyn
4095,0,1.5,Manhattan
700,0,1.5,Brooklyn
4200,364,1.5,Bronx
840,88,1.5,Manhattan
1638,287,1.5,Manhattan
1160,45,1.5,Brooklyn
1686,161,1.5,Manhattan
630,365,1.5,Brooklyn
2835,174,1.5,Brooklyn
864,3,1.5,Manhattan
3990,362,1.5,Queens
258,0,1.5,Manhattan
2310,31,1.5,Manhattan
6699,35,1.5,Manhattan
713,177,1.5,Manhattan
1125,0,1.5,Manhattan
14595,358,1.5,Brooklyn
4868,5,1.5,Manhattan
1995,0,1.5,Manhattan
4200,51,1.5,Manhattan
9450,131,1.5,Manhattan
630,365,1.5,Brooklyn
1155,332,1.5,Queens
4200,37,1.5,Brooklyn
1465,365,1.5,Queens
6915,89,1.5,Brooklyn
292,42,1.5,Manhattan
414,365,1.5,Queens
3360,363,1.5,Queens
1785,24,1.5,Bronx
1995,169,1.5,Brooklyn
4200,177,1.5,Brooklyn
508,0,1.5,Manhattan
21000,99,1.5,Manhattan
1017,143,1.5,Brooklyn
1995,365,1.5,Brooklyn
1471,42,1.5,Brooklyn
2846,268,1.5,Manhattan
723,180,1.5,Queens
2982,333,1.5,Queens
323,240,1.5,Brooklyn
10479,338,1.5,Manhattan
1390,15,1.5,Brooklyn
1869,313,1.5,Queens
411,0,1.5,Queens
500,133,1.5,Queens
1911,364,1.5,Manhattan
945,125,1.5,Queens
1344,48,1.5,Brooklyn
3990,346,1.5,Queens
1638,364,1.5,Manhattan
1638,364,1.5,Manhattan
14679,318,1.5,Manhattan
1638,364,1.5,Manhattan
1638,364,1.5,Manhattan
1638,364,1.5,Manhattan
2730,42,1.5,Brooklyn
1809,41,1.5,Brooklyn
881,88,1.5,Brooklyn
1680,69,1.5,Manhattan
1890,133,1.5,Brooklyn
8148,297,1.5,Manhattan
714,365,1.5,Manhattan
4200,279,1.5,Manhattan
1802,0,1.5,Brooklyn
2730,145,1.5,Manhattan
5250,45,1.5,Manhattan
2940,30,1.5,Brooklyn
1341,89,1.5,Queens
551,179,1.5,Manhattan
6300,362,1.5,Manhattan
940,7,1.5,Brooklyn
1509,168,1.5,Queens
5355,262,1.5,Manhattan
1575,357,1.5,Brooklyn
3108,47,1.5,Manhattan
3129,262,1.5,Manhattan
987,78,1.5,Queens
903,179,1.5,Brooklyn
2310,39,1.5,Brooklyn
423,0,1.5,Brooklyn
2520,334,1.5,Manhattan
1785,77,1.5,Brooklyn
1260,267,1.5,Brooklyn
879,88,1.5,Manhattan
1470,290,1.5,Manhattan
3780,103,1.5,Brooklyn
2562,299,1.5,Manhattan
2562,321,1.5,Manhattan
2205,322,1.5,Manhattan
2184,302,1.5,Manhattan
422,89,1.5,Brooklyn
6489,180,1.5,Bronx
2730,340,1.5,Manhattan
2940,217,1.5,Manhattan
735,195,1.5,Manhattan
2735,365,1.5,Brooklyn
1739,0,1.5,Brooklyn
1113,32,1.5,Brooklyn
1785,84,1.5,Queens
6279,361,1.5,Manhattan
504,89,1.5,Brooklyn
672,365,1.5,Manhattan
630,42,1.5,Brooklyn
630,89,1.5,Brooklyn
1617,12,1.5,Brooklyn
1343,13,1.5,Brooklyn
5292,0,1.5,Manhattan
5292,233,1.5,Manhattan
6825,90,1.5,Queens
1260,244,1.5,Queens
7875,90,1.5,Queens
1575,177,1.5,Queens
2168,0,1.5,Manhattan
2835,294,1.5,Brooklyn
3864,190,1.5,Brooklyn
1428,349,1.5,Brooklyn
203,179,1.5,Bronx
458,42,1.5,Brooklyn
10395,269,1.5,Manhattan
1103,7,1.5,Manhattan
4053,285,1.5,Manhattan
2667,22,1.5,Brooklyn
3636,16,1.5,Manhattan
1691,0,1.5,Manhattan
556,90,1.5,Brooklyn
460,365,1.5,Brooklyn
1890,18,1.5,Brooklyn
1785,72,1.5,Queens
4165,0,1.5,Manhattan
3800,226,1.5,Manhattan
1785,11,1.5,Brooklyn
1428,0,1.5,Queens
2303,352,1.5,Brooklyn
4116,350,1.5,Manhattan
903,332,1.5,Queens
6300,191,1.5,Manhattan
4200,144,1.5,Manhattan
2079,365,1.5,Manhattan
1326,68,1.5,Brooklyn
1273,262,1.5,Brooklyn
1411,72,1.5,Brooklyn
778,70,1.5,Brooklyn
2310,268,1.5,Manhattan
3150,88,1.5,Bronx
824,89,1.5,Manhattan
3941,44,1.5,Brooklyn
548,0,1.5,Brooklyn
1889,16,1.5,Manhattan
3780,365,1.5,Manhattan
1575,364,1.5,Manhattan
6573,332,1.5,Manhattan
2100,163,1.5,Brooklyn
1311,180,1.5,Manhattan
3780,222,1.5,Brooklyn
2970,162,1.5,Brooklyn
231,166,1.5,Brooklyn
437,365,1.5,Brooklyn
1491,364,1.5,Brooklyn
1890,129,1.5,Queens
3780,186,1.5,Manhattan
231,157,1.5,Staten Island
420,85,1.5,Brooklyn
411,265,1.5,Manhattan
1575,290,1.5,Brooklyn
2100,164,1.5,Queens
1155,359,1.5,Queens
525,364,1.5,Manhattan
144,0,1.5,Brooklyn
861,365,1.5,Manhattan
946,47,1.5,Brooklyn
3313,0,1.5,Manhattan
1848,365,1.5,Brooklyn
709,18,1.5,Manhattan
1449,0,1.5,Brooklyn
2625,45,1.5,Manhattan
370,365,1.5,Brooklyn
2625,364,1.5,Manhattan
1218,80,1.5,Queens
2625,365,1.5,Manhattan
2730,267,1.5,Queens
1407,365,1.5,Brooklyn
2100,255,1.5,Brooklyn
1260,365,1.5,Bronx
1806,365,1.5,Queens
498,88,1.5,Brooklyn
969,177,1.5,Manhattan
1470,364,1.5,Queens
2625,172,1.5,Brooklyn
620,87,1.5,Manhattan
370,365,1.5,Brooklyn
457,73,1.5,Manhattan
3360,365,1.5,Brooklyn
5817,0,1.5,Manhattan
5544,0,1.5,Manhattan
6405,0,1.5,Manhattan
5691,0,1.5,Manhattan
6405,0,1.5,Manhattan
6405,0,1.5,Manhattan
289,0,1.5,Brooklyn
3129,175,1.5,Brooklyn
3129,160,1.5,Brooklyn
1971,128,1.5,Brooklyn
211,365,1.5,Brooklyn
5355,158,1.5,Manhattan
5019,357,1.5,Queens
513,164,1.5,Brooklyn
1785,179,1.5,Bronx
2688,203,1.5,Brooklyn
1575,365,1.5,Manhattan
1575,358,1.5,Manhattan
1575,364,1.5,Manhattan
1575,359,1.5,Manhattan
538,317,1.5,Brooklyn
1443,78,1.5,Manhattan
1155,321,1.5,Brooklyn
2314,0,1.5,Manhattan
1383,80,1.5,Brooklyn
1568,0,1.5,Brooklyn
684,11,1.5,Queens
6573,0,1.5,Manhattan
1365,179,1.5,Brooklyn
12600,164,1.5,Manhattan
3360,250,1.5,Manhattan
405,16,1.5,Manhattan
1449,74,1.5,Queens
3150,277,1.5,Manhattan
2520,80,1.5,Queens
2289,235,1.5,Manhattan
1470,109,1.5,Bronx
945,315,1.5,Queens
1260,362,1.5,Queens
1470,88,1.5,Queens
1365,350,1.5,Manhattan
194,179,1.5,Queens
2625,59,1.5,Brooklyn
1575,0,1.5,Brooklyn
10500,186,1.5,Manhattan
735,42,1.5,Queens
987,0,1.5,Brooklyn
4200,29,1.5,Brooklyn
1575,0,1.5,Brooklyn
3465,56,1.5,Brooklyn
1848,135,1.5,Brooklyn
506,47,1.5,Brooklyn
1995,126,1.5,Queens
1890,14,1.5,Manhattan
4725,74,1.5,Manhattan
2647,146,1.5,Manhattan
3045,365,1.5,Brooklyn
315,140,1.5,Brooklyn
980,364,1.5,Brooklyn
1373,310,1.5,Manhattan
1502,8,1.5,Manhattan
1302,251,1.5,Queens
840,348,1.5,Brooklyn
3150,169,1.5,Brooklyn
886,89,1.5,Brooklyn
1575,159,1.5,Brooklyn
783,348,1.5,Queens
1365,364,1.5,Brooklyn
945,364,1.5,Brooklyn
945,3,1.5,Manhattan
945,364,1.5,Brooklyn
2304,0,1.5,Brooklyn
735,295,1.5,Brooklyn
735,364,1.5,Brooklyn
1890,104,1.5,Brooklyn
5644,0,1.5,Manhattan
2310,221,1.5,Brooklyn
832,15,1.5,Manhattan
1575,261,1.5,Queens
2835,131,1.5,Brooklyn
1080,0,1.5,Manhattan
3780,211,1.5,Queens
1260,135,1.5,Queens
15729,293,1.5,Manhattan
714,321,1.5,Queens
2205,357,1.5,Brooklyn
2499,39,1.5,Brooklyn
3150,143,1.5,Queens
2415,23,1.5,Brooklyn
2625,311,1.5,Brooklyn
2625,23,1.5,Manhattan
2252,257,1.5,Brooklyn
1125,189,1.5,Queens
6825,79,1.5,Manhattan
482,179,1.5,Queens
2333,108,1.5,Manhattan
1029,47,1.5,Brooklyn
439,279,1.5,Manhattan
7350,323,1.5,Manhattan
1659,12,1.5,Staten Island
1094,179,1.5,Queens
3150,179,1.5,Queens
217,281,1.5,Brooklyn
204,365,1.5,Queens
1260,75,1.5,Bronx
214,365,1.5,Queens
3675,146,1.5,Brooklyn
897,172,1.5,Bronx
1159,364,1.5,Queens
840,48,1.5,Bronx
1764,323,1.5,Manhattan
8379,316,1.5,Manhattan
282,11,1.5,Brooklyn
959,81,1.5,Queens
172,0,1.5,Bronx
3675,0,1.5,Manhattan
395,72,1.5,Bronx
2100,72,1.5,Brooklyn
2939,3,1.5,Brooklyn
886,6,1.5,Manhattan
7140,250,1.5,Manhattan
1365,357,1.5,Brooklyn
6300,334,1.5,Manhattan
1155,81,1.5,Brooklyn
8148,262,1.5,Manhattan
2940,0,1.5,Brooklyn
1970,342,1.5,Manhattan
718,41,1.5,Brooklyn
2100,86,1.5,Manhattan
2415,356,1.5,Brooklyn
1919,30,1.5,Manhattan
1680,90,1.5,Brooklyn
2079,352,1.5,Queens
5743,35,1.5,Manhattan
3780,326,1.5,Brooklyn
685,89,1.5,Brooklyn
6300,211,1.5,Queens
1113,12,1.5,Brooklyn
6657,171,1.5,Manhattan
3990,234,1.5,Manhattan
1680,52,1.5,Queens
19047,365,1.5,Queens
403,34,1.5,Brooklyn
2558,28,1.5,Manhattan
2688,319,1.5,Manhattan
1094,32,1.5,Brooklyn
6300,173,1.5,Brooklyn
3385,156,1.5,Brooklyn
557,0,1.5,Brooklyn
4179,163,1.5,Manhattan
2079,179,1.5,Brooklyn
932,365,1.5,Bronx
2205,76,1.5,Brooklyn
444,97,1.5,Brooklyn
609,364,1.5,Brooklyn
2520,3,1.5,Manhattan
1106,0,1.5,Queens
2415,322,1.5,Brooklyn
1890,156,1.5,Manhattan
3045,25,1.5,Queens
11550,132,1.5,Manhattan
1728,160,1.5,Brooklyn
3990,16,1.5,Brooklyn
97,0,1.5,Bronx
2100,174,1.5,Queens
1050,88,1.5,Manhattan
2100,69,1.5,Manhattan
519,0,1.5,Manhattan
70500,342,1.5,Manhattan
210000,340,1.5,Manhattan
1575,364,1.5,Manhattan
125400,344,1.5,Manhattan
131700,356,1.5,Manhattan
1302,364,1.5,Manhattan
7350,70,1.5,Manhattan
6909,116,1.5,Manhattan
7875,193,1.5,Manhattan
1575,364,1.5,Manhattan
169,2,1.5,Brooklyn
1575,227,1.5,Manhattan
3780,360,1.5,Queens
1570,32,1.5,Manhattan
474,364,1.5,Queens
1915,313,1.5,Brooklyn
5376,29,1.5,Manhattan
1470,181,1.5,Manhattan
804,365,1.5,Brooklyn
3738,0,1.5,Queens
3948,214,1.5,Manhattan
723,347,1.5,Bronx
1323,349,1.5,Queens
1201,0,1.5,Staten Island
10500,68,1.5,Manhattan
3045,342,1.5,Brooklyn
735,347,1.5,Brooklyn
3150,89,1.5,Brooklyn
2757,297,1.5,Manhattan
3843,356,1.5,Manhattan
2349,181,1.5,Manhattan
3020,356,1.5,Manhattan
2219,343,1.5,Manhattan
3276,245,1.5,Manhattan
2158,240,1.5,Manhattan
1642,347,1.5,Manhattan
2175,357,1.5,Manhattan
3762,269,1.5,Brooklyn
1638,337,1.5,Queens
1018,348,1.5,Queens
4431,295,1.5,Manhattan
1575,161,1.5,Manhattan
1659,192,1.5,Manhattan
2079,332,1.5,Queens
2052,178,1.5,Queens
546,318,1.5,Queens
1323,359,1.5,Queens
1323,352,1.5,Queens
1050,89,1.5,Brooklyn
1638,358,1.5,Queens
5775,65,1.5,Manhattan
1638,360,1.5,Queens
2100,253,1.5,Queens
2079,359,1.5,Queens
1323,353,1.5,Queens
1638,360,1.5,Queens
547,322,1.5,Queens
1638,346,1.5,Queens
828,336,1.5,Manhattan
1804,0,1.5,Manhattan
4200,180,1.5,Bronx
3150,88,1.5,Bronx
7875,248,1.5,Manhattan
2079,360,1.5,Queens
683,0,1.5,Manhattan
1890,176,1.5,Queens
4221,335,1.5,Manhattan
1140,4,1.5,Manhattan
8946,180,1.5,Manhattan
6195,252,1.5,Manhattan
962,0,1.5,Brooklyn
2142,0,1.5,Brooklyn
2770,202,1.5,Manhattan
2415,364,1.5,Manhattan
7539,31,1.5,Brooklyn
1050,365,1.5,Manhattan
2264,209,1.5,Manhattan
1155,365,1.5,Manhattan
467,365,1.5,Manhattan
1470,90,1.5,Brooklyn
1470,365,1.5,Manhattan
1155,365,1.5,Manhattan
3045,195,1.5,Manhattan
460,320,1.5,Manhattan
3449,174,1.5,Brooklyn
671,109,1.5,Brooklyn
1092,70,1.5,Queens
540,164,1.5,Brooklyn
1365,364,1.5,Brooklyn
2205,363,1.5,Manhattan
735,0,1.5,Brooklyn
1785,77,1.5,Manhattan
153,3,1.5,Brooklyn
1365,311,1.5,Brooklyn
7350,247,1.5,Brooklyn
7140,53,1.5,Manhattan
1132,1,1.5,Brooklyn
3360,35,1.5,Manhattan
1600,328,1.5,Queens
5846,363,1.5,Manhattan
783,317,1.5,Manhattan
2165,351,1.5,Manhattan
1550,254,1.5,Manhattan
3129,69,1.5,Manhattan
2835,303,1.5,Brooklyn
693,74,1.5,Brooklyn
270,88,1.5,Brooklyn
905,89,1.5,Queens
196,48,1.5,Brooklyn
1155,317,1.5,Staten Island
1785,63,1.5,Manhattan
1785,74,1.5,Manhattan
987,2,1.5,Brooklyn
1008,319,1.5,Brooklyn
1234,65,1.5,Manhattan
1239,12,1.5,Manhattan
462,325,1.5,Brooklyn
1428,364,1.5,Brooklyn
629,0,1.5,Manhattan
2289,150,1.5,Queens
3087,7,1.5,Manhattan
546,364,1.5,Brooklyn
6300,331,1.5,Manhattan
337,0,1.5,Brooklyn
1567,266,1.5,Manhattan
450,365,1.5,Manhattan
1869,28,1.5,Manhattan
1365,173,1.5,Queens
5250,336,1.5,Manhattan
450,365,1.5,Bronx
1701,39,1.5,Manhattan
1470,71,1.5,Brooklyn
840,89,1.5,Brooklyn
840,109,1.5,Brooklyn
166,0,1.5,Queens
1553,123,1.5,Manhattan
4095,14,1.5,Manhattan
5460,342,1.5,Manhattan
2058,0,1.5,Brooklyn
1239,0,1.5,Queens
3150,239,1.5,Brooklyn
1323,338,1.5,Queens
3885,161,1.5,Brooklyn
1323,353,1.5,Queens
1638,357,1.5,Queens
1638,355,1.5,Queens
5880,76,1.5,Manhattan
2058,162,1.5,Queens
705,0,1.5,Brooklyn
3615,4,1.5,Manhattan
1974,7,1.5,Manhattan
2419,256,1.5,Brooklyn
1155,0,1.5,Brooklyn
1785,58,1.5,Manhattan
1785,79,1.5,Manhattan
1785,82,1.5,Manhattan
3255,21,1.5,Manhattan
1785,78,1.5,Manhattan
1785,85,1.5,Manhattan
5565,218,1.5,Manhattan
856,87,1.5,Manhattan
5250,268,1.5,Manhattan
3045,35,1.5,Manhattan
2513,177,1.5,Manhattan
2940,362,1.5,Brooklyn
1346,113,1.5,Brooklyn
1620,0,1.5,Brooklyn
294,89,1.5,Brooklyn
677,0,1.5,Manhattan
3150,242,1.5,Brooklyn
1743,20,1.5,Manhattan
3570,0,1.5,Manhattan
1701,0,1.5,Manhattan
1680,363,1.5,Brooklyn
153,83,1.5,Brooklyn
515,213,1.5,Queens
1680,363,1.5,Brooklyn
735,30,1.5,Queens
945,364,1.5,Brooklyn
1449,115,1.5,Manhattan
4725,365,1.5,Manhattan
3150,59,1.5,Manhattan
2100,0,1.5,Manhattan
1680,160,1.5,Queens
1659,173,1.5,Queens
3360,74,1.5,Queens
950,364,1.5,Queens
1848,89,1.5,Queens
1092,364,1.5,Brooklyn
3150,88,1.5,Brooklyn
1470,349,1.5,Brooklyn
735,233,1.5,Brooklyn
735,277,1.5,Brooklyn
966,364,1.5,Brooklyn
966,347,1.5,Brooklyn
5250,139,1.5,Manhattan
8379,154,1.5,Manhattan
2079,347,1.5,Queens
435,85,1.5,Brooklyn
1785,0,1.5,Brooklyn
6930,195,1.5,Manhattan
1260,317,1.5,Brooklyn
1606,357,1.5,Manhattan
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
2415,364,1.5,Manhattan
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
5880,290,1.5,Manhattan
6242,273,1.5,Manhattan
4200,89,1.5,Manhattan
2880,88,1.5,Queens
1811,365,1.5,Manhattan
824,0,1.5,Manhattan
1575,296,1.5,Brooklyn
735,257,1.5,Queens
2415,364,1.5,Manhattan
3234,16,1.5,Brooklyn
257,337,1.5,Brooklyn
1218,349,1.5,Queens
3003,5,1.5,Manhattan
2415,364,1.5,Manhattan
1260,365,1.5,Brooklyn
1050,32,1.5,Brooklyn
4200,198,1.5,Manhattan
945,0,1.5,Brooklyn
1680,125,1.5,Queens
12536,293,1.5,Manhattan
6759,318,1.5,Manhattan
2415,285,1.5,Manhattan
370,0,1.5,Manhattan
13650,98,1.5,Manhattan
1470,77,1.5,Brooklyn
675,0,1.5,Manhattan
1563,0,1.5,Queens
3885,238,1.5,Manhattan
3675,275,1.5,Manhattan
3885,170,1.5,Manhattan
3675,257,1.5,Manhattan
557,353,1.5,Brooklyn
1575,363,1.5,Brooklyn
941,15,1.5,Brooklyn
894,0,1.5,Brooklyn
1995,173,1.5,Staten Island
1449,266,1.5,Manhattan
423,41,1.5,Brooklyn
3150,15,1.5,Manhattan
3150,54,1.5,Manhattan
1470,47,1.5,Brooklyn
858,20,1.5,Manhattan
2191,103,1.5,Manhattan
1869,29,1.5,Queens
878,0,1.5,Bronx
1890,362,1.5,Brooklyn
2520,1,1.5,Brooklyn
7875,56,1.5,Manhattan
4995,131,1.5,Brooklyn
112500,54,1.5,Manhattan
210000,50,1.5,Manhattan
6804,316,1.5,Manhattan
4683,333,1.5,Manhattan
3150,348,1.5,Manhattan
5250,177,1.5,Brooklyn
604,181,1.5,Queens
1247,0,1.5,Manhattan
756,100,1.5,Brooklyn
2625,104,1.5,Brooklyn
13881,340,1.5,Manhattan
2763,89,1.5,Manhattan
1890,3,1.5,Manhattan
3570,90,1.5,Bronx
1596,267,1.5,Manhattan
1050,322,1.5,Bronx
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
420,89,1.5,Brooklyn
336,89,1.5,Brooklyn
420,89,1.5,Brooklyn
840,90,1.5,Brooklyn
696,59,1.5,Brooklyn
4179,271,1.5,Manhattan
374,112,1.5,Queens
588,179,1.5,Brooklyn
632,362,1.5,Brooklyn
2394,335,1.5,Manhattan
3969,10,1.5,Manhattan
798,342,1.5,Queens
1562,334,1.5,Manhattan
2856,17,1.5,Manhattan
1575,0,1.5,Brooklyn
2100,365,1.5,Queens
2079,365,1.5,Manhattan
1911,294,1.5,Manhattan
1449,365,1.5,Manhattan
158,0,1.5,Manhattan
491,0,1.5,Queens
1449,63,1.5,Brooklyn
703,103,1.5,Brooklyn
2499,70,1.5,Brooklyn
